"Elección","Lista/Pacto","Candidato Nombre","Candidato Apellido Paterno","Candidato Apellido Materno","Genero","Partido Politico","Adhiere a Candidato Transparente","Web Site","Facebook","Twitter","Distrito","Comunas"
"Diputado(a)","Frente Amplio","Andrea Stella","Salazar","Navia","Femenino","Independiente","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Frente Amplio","Karina Loretta","Oliva","Pérez","Femenino","Partido Poder","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Frente Amplio","Valentina","Olivares","Gray","Femenino","Partido Humanista","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Frente Amplio","Susana Rosa","Hernández ","Collao","Femenino","Partido Igualdad","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Frente Amplio","Luis Mariano","Rendon","Escobar","Masculino","Independiente","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Frente Amplio","José Anselmo","Hidalgo","Zamora","Masculino","Independiente","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Frente Amplio","Miguel","Crispi","Serrano","Masculino","Independiente","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Frente Amplio","Pamela","Jiles","Moreno","Femenino","Partido Humanista","No","","","","12"," - La Florida - La Pintana - Pirque - Puente Alto - San José de Maipo"
"Diputado(a)","Frente Amplio","Carlos","Astudillo","López","Masculino","Partido Igualdad","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Frente Amplio","Gael Fernanda","Yeomans","Araya","Femenino","Revolución Democrática","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Frente Amplio","Irma Edith ","Pérez","Llanquín","Femenino","Partido Ecologista Verde","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Frente Amplio","Gabriel Esteban","Bravo","Muñoz ","Masculino","Partido Igualdad","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Frente Amplio","César Alejandro","Solís","Sánchez","Masculino","Revolución Democrática","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Frente Amplio","Mauricio Alejandro","Carrasco","Núñez ","Masculino","Independiente","No","","","","13"," - El Bosque - La Cisterna - San Ramón - Lo Espejo - Pedro Aguirre Cerda - San Miguel"
"Diputado(a)","Frente Amplio","Renato","Garín","González","Masculino","Revolución Democrática","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Frente Amplio","Juan Domingo","Villavicencio","Pasten","Masculino","Partido Humanista","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Frente Amplio","Víctor Ricardo","Cerda","Morales","Masculino","Partido Ecologista Verde","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Frente Amplio","Francisco","Valdés ","Reyes","Masculino","Partido Igualdad","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Frente Amplio","Carlos Alberto","Navarro","Gallinato","Masculino","Partido Igualdad","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Frente Amplio","Alejandro Ignacio","Irarrazabal","Saldias","Masculino","Partido Igualdad","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Frente Amplio","Alena","Gutierrez","Moreno","Femenino","Independiente","No","","","","14"," - Buin - Calera de Tango - Paine - San Bernardo - Alhué - Curacaví - El Monte - Isla de Maipo - María Pinto - Melipilla - Padre Hurtado - Peñaflor - San Pedro - Talagante"
"Diputado(a)","Frente Amplio","María Margarita","Crespo","Ureta","Femenino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Frente Amplio","Joaquín","Arduengo","Naredo","Masculino","Independiente","Sí","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Frente Amplio","Andrés Alfonso Guillermo","Leal","Alvarado","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Frente Amplio","Karin rodrigo","Belmar","Guzmán","Masculino","Independiente","No","","","","15"," - Rancagua - Codegua - Coinco - Coltauco - Doñihue - Graneros - Machalí - Malloa - Mostazal - Olivar - Quinta de Tilcoco - Rengo - Requínoa"
"Diputado(a)","Frente Amplio","María teresa","Huala","Molina","Femenino","Independiente","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Frente Amplio","Claudio","Canepa","Blumenberg","Masculino","Revolución Democrática","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Frente Amplio","Ricardo ","Lisboa","Henríquez","Masculino","Revolución Democrática","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Frente Amplio","Rubén  Eduardo","Andino ","Maldonado","Masculino","Partido Humanista","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Frente Amplio","Adriana ","Roman ","Tapia","Femenino","Independiente","No","","","","16"," - Chimbarongo - Las Cabras - Peumo - Pichidegua - San Fernando - San Vicente - Chépica - La Estrella - Litueche - Lolol - Marchihue - Nancagua - Navidad - Palmilla - Paredones - Peralillo - Pichilemu - Placilla - Pumanque - Santa Cruz"
"Diputado(a)","Frente Amplio","Iván","Morán ","Morán ","Masculino","Partido Liberal de Chile","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Frente Amplio","Valeria","Ortega","Cadena","Femenino","Revolución Democrática","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Frente Amplio","Juan","Herrera","Fuentes","Masculino","Independiente","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Frente Amplio","Florcita","Alarcón","Rojas","Femenino","Partido Humanista","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Frente Amplio","Iván","Sepúlveda","Sepúlveda","Masculino","Partido Humanista","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Frente Amplio","Nataly","Rojas","Seguel","Femenino","Revolución Democrática","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Frente Amplio","Marcelo","Rioseco","País","Masculino","Partido Humanista","No","","","","17"," - Curicó - Hualañé - Licantén - Molina - Rauco - Romeral - Sagrada Familia - Teno - Vichuquén - Talca - Constitución - Curepto - Empedrado - Maule - Pelarco - Pencahue - Río Claro - San Clemente - San Rafael"
"Diputado(a)","Frente Amplio","Carlos Alberto","Tillería","Gómez","Masculino","Revolución Democrática","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Frente Amplio","Natalia Alejandra ","Villalobos","Campos","Femenino","Partido Humanista","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Frente Amplio","Sergio ","Carvajal","Cadíz","Masculino","Partido Humanista","No","","","","18"," - Colbún - Linares - San Javier - Villa Alegre - Yerbas Buenas - Cauquenes - Chanco - Longaví - Parral - Pelluhue - Retiro"
"Diputado(a)","Frente Amplio","Jovinessa","Mujica","Martínez","Femenino","Partido Humanista","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Frente Amplio","Carolina","Monsalves","Sanhueza","Femenino","Independiente","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Frente Amplio","Enrique Edis","Jara ","Rivera","Masculino","Partido Igualdad","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Frente Amplio","Ximena ","Larenas","Henríquez","Femenino","Partido Ecologista Verde","No","","","","19"," - Chillán - Chillán Viejo - Coihueco - El Carmen - Pemuco - Pinto - San Ignacio - Yungay - Bulnes - Cabrero - Cobquecura - Coelemu - Ninhue - Ñiquén - Portezuelo - Quillón - Quirihue - Ránquil - San Carlos - San Fabián - San Nicolás - Treguaco - Yumbel"
"Diputado(a)","Frente Amplio","Loreto","Muñoz","Gutiérrez","Femenino","Partido Humanista","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Felix","Gonzalez","Gatica","Masculino","Partido Ecologista Verde","Sí","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Mauricio Gonzalo","Pérez","Durán","Masculino","Partido Igualdad","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Raquel","Rebolledo","Flores","Femenino","Partido Ecologista Verde","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Claudia","Monje","Vidal","Femenino","Independiente","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Paula","Opazo","Nova","Femenino","Partido Ecologista Verde","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Camilo","Riffo","Quintana","Masculino","Partido Humanista","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Elizabeth","Mujica","Zepeda","Femenino","Partido Ecologista Verde","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Cristián ","Cuevas","Zambrano","Masculino","Partido Humanista","No","","","","20"," - Hualpén - Talcahuano - Chiguayante - Concepción - San Pedro de la Paz - Coronel - Florida - Hualqui - Penco - Santa Juana - Tomé"
"Diputado(a)","Frente Amplio","Alfonso","Belmar","Rodríguez","Masculino","Partido Ecologista Verde","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Frente Amplio","Jorge","Bustos","Mellado","Masculino","Partido Ecologista Verde","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Frente Amplio","Sandra ","Velásquez","Palma","Femenino","Partido Humanista","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Frente Amplio","Sandra ","Oliva","Jiménez","Femenino","Partido Igualdad","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Frente Amplio","Tamara Belén","Ortiz ","Castillo","Femenino","Partido Igualdad","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Frente Amplio","Carla ","Bosselin","Zúñiga","Femenino","Partido Igualdad","No","","","","21"," - Arauco - Cañete - Contulmo - Curanilahue - Lebu - Los Álamos - Lota - Tirúa - Alto BioBío - Antuco - Laja - Los Ángeles - Mulchén - Nacimiento - Negrete - Quilaco - Quilleco - San Rosendo - Santa Bárbara - Tucapel"
"Diputado(a)","Frente Amplio","Jenny Beatriz ","Rivera","Muñoz","Femenino","Partido Humanista","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Frente Amplio","Evaristo René","Curical","Ñanco","Masculino","Independiente","No","","","","22"," - Angol - Collipulli - Ercilla - Los Sauces - Lumaco - Purén - Renaico - Traiguén - Curacautín - Galvarino - Lautaro - Lonquimay - Melipeuco - Perquenco - Victoria - Vilcún"
"Diputado(a)","Frente Amplio","Lissette","Godoy","antiqueo","Femenino","Independiente","No","","","","23"," - Padre las Casas - Temuco - Carahue - Cholchol - Freire - Nueva Imperial - Pitrufquén - Saavedra - Teodoro Schmidt - Cunco - Curarrehue - Gorbea - Loncoche - Pucón - Toltén - Villarrica"
